utility_a,utility_b,n_samples,seed,a_team,bidder,decl_id,bid_value,team_a_pts,team_b_pts,margin,n_decisions_a,n_decisions_b
p_make,cvar_10,10,4246652308,0,1,4,30,31,11,20,14,14
p_make,cvar_10,10,1718562029,0,2,5,30,25,17,8,14,14
p_make,cvar_10,10,3386100159,0,1,0,30,8,34,-26,14,14
p_make,cvar_10,10,3005493528,0,0,5,30,20,22,-2,14,14
p_make,cvar_10,10,378064362,0,2,0,30,24,18,6,14,14
p_make,cvar_10,10,4292425027,0,1,0,30,17,25,-8,14,14
p_make,cvar_10,10,1764334748,0,1,8,30,30,12,18,14,14
p_make,cvar_10,10,3431872878,0,3,8,30,23,19,4,14,14
p_make,cvar_10,10,3051266247,0,3,2,30,19,23,-4,14,14
p_make,cvar_10,10,423837081,0,3,9,30,24,18,6,14,14
p_make,cvar_10,10,2190714098,0,3,2,30,14,28,-14,14,14
p_make,cvar_10,10,3858252228,0,3,2,30,19,23,-4,14,14
p_make,cvar_10,10,3477645597,0,0,8,30,12,30,-18,14,14
p_make,cvar_10,10,3097038966,0,2,7,30,40,2,38,14,14
p_make,cvar_10,10,2617093448,0,3,6,30,30,12,18,14,14
p_make,cvar_10,10,2236486817,0,3,5,30,39,3,36,14,14
p_make,cvar_10,10,3904024947,0,1,6,30,1,41,-40,14,14
p_make,cvar_10,10,3523418316,0,2,1,30,17,25,-8,14,14
p_make,cvar_10,10,3043472798,0,0,2,30,19,23,-4,14,14
p_make,cvar_10,10,2662866167,0,1,4,30,42,0,42,14,14
p_make,cvar_10,10,2282259536,0,0,0,30,30,12,18,14,14
p_make,cvar_10,10,3949797666,0,3,2,30,40,2,38,14,14
p_make,cvar_10,10,1421707387,0,0,6,30,19,23,-4,14,14
p_make,cvar_10,10,3089245517,0,0,9,30,6,36,-30,14,14
p_make,cvar_10,10,2708638886,0,3,2,30,33,9,24,14,14
p_make,cvar_10,10,2328032255,0,2,3,30,19,23,-4,14,14
p_make,cvar_10,10,1848086737,0,2,5,30,17,25,-8,14,14
p_make,cvar_10,10,1467480106,0,2,2,30,36,6,30,14,14
p_make,cvar_10,10,3135018236,0,3,8,30,18,24,-6,14,14
p_make,cvar_10,10,2754411605,0,2,1,30,22,20,2,14,14
p_make,cvar_10,10,126982439,0,0,9,30,34,8,26,14,14
p_make,cvar_10,10,1893859456,0,1,2,30,14,28,-14,14,14
p_make,cvar_10,10,1513252825,0,3,7,30,13,29,-16,14,14
p_make,cvar_10,10,3180790955,0,1,7,30,22,20,2,14,14
p_make,cvar_10,10,2800184324,0,2,1,30,1,41,-40,14,14
p_make,cvar_10,10,2320238806,0,2,6,30,19,23,-4,14,14
p_make,cvar_10,10,1939632175,0,1,5,30,41,1,40,14,14
p_make,cvar_10,10,3607170305,0,2,9,30,13,29,-16,14,14
p_make,cvar_10,10,3226563674,0,1,1,30,18,24,-6,14,14
p_make,cvar_10,10,698473395,0,0,9,30,41,1,40,14,14
p_make,cvar_10,10,2366011525,0,1,8,30,29,13,16,14,14
p_make,cvar_10,10,1985404894,0,3,2,30,12,30,-18,14,14
p_make,cvar_10,10,3652943024,0,1,7,30,6,36,-30,14,14
p_make,cvar_10,10,1124852745,0,0,8,30,7,35,-28,14,14
p_make,cvar_10,10,744246114,0,3,8,30,18,24,-6,14,14
p_make,cvar_10,10,2411784244,0,0,1,30,11,31,-20,14,14
p_make,cvar_10,10,2031177613,0,0,4,30,41,1,40,14,14
p_make,cvar_10,10,1551232095,0,1,9,30,8,34,-26,14,14
p_make,cvar_10,10,1170625464,0,2,6,30,25,17,8,14,14
p_make,cvar_10,10,2838163594,0,3,9,30,0,42,-42,14,14
p_make,cvar_10,10,2457556963,0,2,2,30,42,0,42,14,14
p_make,cvar_10,10,2076950332,0,0,4,30,11,31,-20,14,14
p_make,cvar_10,10,1597004814,0,0,8,30,22,20,2,14,14
p_make,cvar_10,10,1216398183,0,1,8,30,2,40,-38,14,14
p_make,cvar_10,10,2883936313,0,1,5,30,19,23,-4,14,14
p_make,cvar_10,10,2503329682,0,2,2,30,16,26,-10,14,14
p_make,cvar_10,10,2023384164,0,0,5,30,30,12,18,14,14
p_make,cvar_10,10,1642777533,0,2,5,30,12,30,-18,14,14
p_make,cvar_10,10,1262170902,0,1,4,30,19,23,-4,14,14
p_make,cvar_10,10,2929709032,0,1,6,30,16,26,-10,14,14
p_make,cvar_10,10,401618753,0,1,6,30,27,15,12,14,14
p_make,cvar_10,10,2069156883,0,3,4,30,39,3,36,14,14
p_make,cvar_10,10,1688550252,0,1,5,30,23,19,4,14,14
p_make,cvar_10,10,3356088382,0,3,9,30,41,1,40,14,14
p_make,cvar_10,10,827998103,0,0,2,30,35,7,28,14,14
p_make,cvar_10,10,447391472,0,2,2,30,17,25,-8,14,14
p_make,cvar_10,10,2114929602,0,1,6,30,29,13,16,14,14
p_make,cvar_10,10,1734322971,0,2,5,30,11,31,-20,14,14
p_make,cvar_10,10,1254377453,0,3,2,30,25,17,8,14,14
p_make,cvar_10,10,873770822,0,2,4,30,30,12,18,14,14
p_make,cvar_10,10,493164191,0,2,6,30,30,12,18,14,14
p_make,cvar_10,10,2160702321,0,2,9,30,23,19,4,14,14
p_make,cvar_10,10,3927579338,0,1,6,30,13,29,-16,14,14
p_make,cvar_10,10,1300150172,0,2,9,30,25,17,8,14,14
p_make,cvar_10,10,919543541,0,1,0,30,2,40,-38,14,14
p_make,cvar_10,10,2587081671,0,0,4,30,24,18,6,14,14
p_make,cvar_10,10,2206475040,0,3,2,30,23,19,4,14,14
p_make,cvar_10,10,3973352057,0,3,2,30,8,34,-26,14,14
p_make,cvar_10,10,1345922891,0,3,7,30,19,23,-4,14,14
p_make,cvar_10,10,965316260,0,1,7,30,18,24,-6,14,14
p_make,cvar_10,10,2632854390,0,2,7,30,2,40,-38,14,14
p_make,cvar_10,10,104764111,0,1,5,30,13,29,-16,14,14
p_make,cvar_10,10,1772302241,0,2,9,30,18,24,-6,14,14
p_make,cvar_10,10,1391695610,0,3,1,30,39,3,36,14,14
p_make,cvar_10,10,1011088979,0,3,0,30,17,25,-8,14,14
p_make,cvar_10,10,531143461,0,1,2,30,19,23,-4,14,14
p_make,cvar_10,10,150536830,0,0,0,30,20,22,-2,14,14
p_make,cvar_10,10,1818074960,0,1,0,30,14,28,-14,14,14
p_make,cvar_10,10,1437468329,0,2,9,30,42,0,42,14,14
p_make,cvar_10,10,3204345346,0,2,0,30,28,14,14,14,14
p_make,cvar_10,10,576916180,0,1,6,30,7,35,-28,14,14
p_make,cvar_10,10,196309549,0,2,9,30,2,40,-38,14,14
p_make,cvar_10,10,1863847679,0,2,2,30,29,13,16,14,14
p_make,cvar_10,10,3630724696,0,3,8,30,33,9,24,14,14
p_make,cvar_10,10,1003295530,0,0,1,30,28,14,14,14,14
p_make,cvar_10,10,622688899,0,1,7,30,2,40,-38,14,14
p_make,cvar_10,10,242082268,0,0,0,30,6,36,-30,14,14
p_make,cvar_10,10,4057104046,0,2,6,30,19,23,-4,14,14
p_make,cvar_10,10,3676497415,0,2,5,30,17,25,-8,14,14
p_make,cvar_10,10,1049068249,0,1,5,30,24,18,6,14,14
p_make,cvar_10,10,668461618,0,1,1,30,9,33,-24,14,14
p_make,cvar_10,10,2335999748,0,2,7,30,18,24,-6,14,14
p_make,cvar_10,10,4102876765,0,3,8,30,30,12,18,14,14
p_make,cvar_10,10,3722270134,0,1,1,30,19,23,-4,14,14
p_make,cvar_10,10,1094840968,0,1,4,30,24,18,6,14,14
p_make,cvar_10,10,714234337,0,0,5,30,18,24,-6,14,14
p_make,cvar_10,10,234288819,0,0,2,30,28,14,14,14,14
p_make,cvar_10,10,4148649484,0,3,2,30,29,13,16,14,14
p_make,cvar_10,10,1521220318,0,3,3,30,8,34,-26,14,14
p_make,cvar_10,10,1140613687,0,2,2,30,12,30,-18,14,14
p_make,cvar_10,10,2907490704,0,0,2,30,29,13,16,14,14
p_make,cvar_10,10,280061538,0,3,2,30,18,24,-6,14,14
p_make,cvar_10,10,4194422203,0,1,2,30,17,25,-8,14,14
p_make,cvar_10,10,1566993037,0,1,4,30,38,4,34,14,14
p_make,cvar_10,10,3333870054,0,2,3,30,18,24,-6,14,14
p_make,cvar_10,10,2953263423,0,3,6,30,14,28,-14,14,14
p_make,cvar_10,10,325834257,0,1,0,30,23,19,4,14,14
p_make,cvar_10,10,4240194922,0,3,5,30,6,36,-30,14,14
p_make,cvar_10,10,3760249404,0,3,7,30,13,29,-16,14,14
p_make,cvar_10,10,3379642773,0,0,9,30,22,20,2,14,14
p_make,cvar_10,10,752213607,0,3,5,30,7,35,-28,14,14
p_make,cvar_10,10,371606976,0,0,7,30,6,36,-30,14,14
p_make,cvar_10,10,4285967641,0,2,1,30,16,26,-10,14,14
p_make,cvar_10,10,3806022123,0,3,9,30,0,42,-42,14,14
p_make,cvar_10,10,3425415492,0,1,5,30,24,18,6,14,14
p_make,cvar_10,10,797986326,0,0,5,30,41,1,40,14,14
p_make,cvar_10,10,417379695,0,2,5,30,8,34,-26,14,14
p_make,cvar_10,10,4232401473,0,0,5,30,19,23,-4,14,14
p_make,cvar_10,10,3851794842,0,2,8,30,16,26,-10,14,14
p_make,cvar_10,10,3471188211,0,3,0,30,7,35,-28,14,14
p_make,cvar_10,10,843759045,0,2,1,30,1,41,-40,14,14
p_make,cvar_10,10,2610636062,0,1,7,30,12,30,-18,14,14
p_make,cvar_10,10,4278174192,0,0,1,30,41,1,40,14,14
p_make,cvar_10,10,3897567561,0,3,5,30,12,30,-18,14,14
p_make,cvar_10,10,3516960930,0,3,8,30,7,35,-28,14,14
p_make,cvar_10,10,3037015412,0,0,7,30,7,35,-28,14,14
p_make,cvar_10,10,2656408781,0,1,4,30,39,3,36,14,14
p_make,cvar_10,10,28979615,0,1,3,30,7,35,-28,14,14
p_make,cvar_10,10,3943340280,0,2,5,30,36,6,30,14,14
p_make,cvar_10,10,3463394762,0,0,5,30,25,17,8,14,14
p_make,cvar_10,10,3082788131,0,1,3,30,6,36,-30,14,14
p_make,cvar_10,10,2702181500,0,3,6,30,11,31,-20,14,14
p_make,cvar_10,10,74752334,0,2,9,30,1,41,-40,14,14
p_make,cvar_10,10,1841629351,0,1,6,30,12,30,-18,14,14
p_make,cvar_10,10,3509167481,0,1,7,30,24,18,6,14,14
p_make,cvar_10,10,3128560850,0,3,9,30,0,42,-42,14,14
p_make,cvar_10,10,501131684,0,0,5,30,41,1,40,14,14
p_make,cvar_10,10,120525053,0,0,1,30,8,34,-26,14,14
p_make,cvar_10,10,1887402070,0,1,9,30,7,35,-28,14,14
p_make,cvar_10,10,3554940200,0,3,1,30,0,42,-42,14,14
p_make,cvar_10,10,3174333569,0,3,2,30,7,35,-28,14,14
p_make,cvar_10,10,546904403,0,3,8,30,29,13,16,14,14
p_make,cvar_10,10,2313781420,0,2,0,30,17,25,-8,14,14
p_make,cvar_10,10,3981319550,0,3,1,30,22,20,2,14,14
p_make,cvar_10,10,3600712919,0,0,7,30,7,35,-28,14,14
p_make,cvar_10,10,3220106288,0,2,7,30,24,18,6,14,14
p_make,cvar_10,10,2740160770,0,1,8,30,41,1,40,14,14
p_make,cvar_10,10,2359554139,0,3,9,30,16,26,-10,14,14
p_make,cvar_10,10,4027092269,0,1,4,30,35,7,28,14,14
p_make,cvar_10,10,3646485638,0,0,3,30,39,3,36,14,14
p_make,cvar_10,10,1118395359,0,1,3,30,19,23,-4,14,14
p_make,cvar_10,10,2785933489,0,3,3,30,30,12,18,14,14
p_make,cvar_10,10,2405326858,0,1,6,30,20,22,-2,14,14
p_make,cvar_10,10,4072864988,0,2,0,30,35,7,28,14,14
p_make,cvar_10,10,1544774709,0,0,6,30,28,14,14,14,14
p_make,cvar_10,10,3212312839,0,2,7,30,35,7,28,14,14
p_make,cvar_10,10,2831706208,0,0,1,30,7,35,-28,14,14
p_make,cvar_10,10,2451099577,0,3,8,30,0,42,-42,14,14
p_make,cvar_10,10,1971154059,0,0,3,30,17,25,-8,14,14
p_make,cvar_10,10,1590547428,0,1,4,30,40,2,38,14,14
p_make,cvar_10,10,3258085558,0,3,9,30,29,13,16,14,14
p_make,cvar_10,10,2877478927,0,1,0,30,23,19,4,14,14
p_make,cvar_10,10,250049761,0,1,3,30,8,34,-26,14,14
p_make,cvar_10,10,2016926778,0,1,3,30,24,18,6,14,14
p_make,cvar_10,10,1636320147,0,1,2,30,18,24,-6,14,14
p_make,cvar_10,10,3303858277,0,0,8,30,14,28,-14,14,14
p_make,cvar_10,10,2923251646,0,2,1,30,17,25,-8,14,14
p_make,cvar_10,10,2443306128,0,1,7,30,24,18,6,14,14
p_make,cvar_10,10,2062699497,0,0,5,30,40,2,38,14,14
p_make,cvar_10,10,1682092866,0,3,5,30,24,18,6,14,14
p_make,cvar_10,10,3349630996,0,3,8,30,36,6,30,14,14
p_make,cvar_10,10,821540717,0,1,4,30,29,13,16,14,14
p_make,cvar_10,10,2489078847,0,3,0,30,1,41,-40,14,14
p_make,cvar_10,10,2108472216,0,3,8,30,22,20,2,14,14
p_make,cvar_10,10,3776010346,0,3,0,30,8,34,-26,14,14
p_make,cvar_10,10,1247920067,0,1,1,30,30,12,18,14,14
p_make,cvar_10,10,867313436,0,1,3,30,13,29,-16,14,14
p_make,cvar_10,10,2534851566,0,0,4,30,25,17,8,14,14
p_make,cvar_10,10,2154244935,0,1,1,30,29,13,16,14,14
p_make,cvar_10,10,1674299417,0,2,7,30,20,22,-2,14,14
p_make,cvar_10,10,1293692786,0,3,3,30,39,3,36,14,14
p_make,cvar_10,10,2961230916,0,1,8,30,1,41,-40,14,14
p_make,cvar_10,10,2580624285,0,0,0,30,24,18,6,14,14
p_make,cvar_10,10,2200017654,0,0,0,30,42,0,42,14,14
p_make,cvar_10,10,1720072136,0,2,0,30,1,41,-40,14,14
p_make,cvar_10,10,1339465505,0,3,5,30,36,6,30,14,14
p_make,cvar_10,10,3007003635,0,2,0,30,28,14,14,14,14
p_make,cvar_10,10,2626397004,0,1,3,30,12,30,-18,14,14
p_make,cvar_10,10,2146451486,0,1,0,30,3,39,-36,14,14
p_make,cvar_10,10,1765844855,0,2,7,30,18,24,-6,14,14
p_make,cvar_10,10,1385238224,0,3,3,30,13,29,-16,14,14
p_make,cvar_10,10,3052776354,0,1,4,30,18,24,-6,14,14
p_make,cvar_10,10,524686075,0,2,1,30,42,0,42,14,14
p_make,cvar_10,10,2192224205,0,1,1,30,35,7,28,14,14
p_make,cvar_10,10,1811617574,0,0,0,30,7,35,-28,14,14
p_make,cvar_10,10,1431010943,0,3,1,30,18,24,-6,14,14
p_make,cvar_10,10,951065425,0,2,4,30,14,28,-14,14,14
p_make,cvar_10,10,570458794,0,1,0,30,34,8,26,14,14
p_make,cvar_10,10,2237996924,0,2,7,30,18,24,-6,14,14
p_make,cvar_10,10,1857390293,0,2,0,30,30,12,18,14,14
p_make,cvar_10,10,1377444775,0,0,0,30,42,0,42,14,14
p_make,cvar_10,10,996838144,0,2,9,30,35,7,28,14,14
p_make,cvar_10,10,616231513,0,0,1,30,18,24,-6,14,14
p_make,cvar_10,10,2283769643,0,2,8,30,11,31,-20,14,14
p_make,cvar_10,10,4050646660,0,3,0,30,12,30,-18,14,14
p_make,cvar_10,10,1423217494,0,3,3,30,23,19,4,14,14
p_make,cvar_10,10,1042610863,0,1,0,30,28,14,14,14,14
p_make,cvar_10,10,2710148993,0,0,4,30,40,2,38,14,14
p_make,cvar_10,10,2329542362,0,0,0,30,33,9,24,14,14
p_make,cvar_10,10,4096419379,0,1,8,30,20,22,-2,14,14
p_make,cvar_10,10,1468990213,0,1,2,30,36,6,30,14,14
p_make,cvar_10,10,1088383582,0,0,9,30,15,27,-12,14,14
p_make,cvar_10,10,2755921712,0,1,3,30,28,14,14,14,14
p_make,cvar_10,10,227831433,0,0,3,30,14,28,-14,14,14
p_make,cvar_10,10,4142192098,0,1,3,30,29,13,16,14,14
p_make,cvar_10,10,1514762932,0,3,1,30,29,13,16,14,14
p_make,cvar_10,10,1134156301,0,0,6,30,6,36,-30,14,14
p_make,cvar_10,10,654210783,0,2,5,30,40,2,38,14,14
p_make,cvar_10,10,273604152,0,3,8,30,34,8,26,14,14
p_make,cvar_10,10,1941142282,0,2,5,30,13,29,-16,14,14
p_make,cvar_10,10,1560535651,0,0,4,30,17,25,-8,14,14
p_make,cvar_10,10,3327412668,0,2,5,30,23,19,4,14,14
p_make,cvar_10,10,699983502,0,3,5,30,0,42,-42,14,14
p_make,cvar_10,10,319376871,0,2,6,30,29,13,16,14,14
p_make,cvar_10,10,1986915001,0,3,7,30,28,14,14,14,14
p_make,cvar_10,10,3753792018,0,2,9,30,19,23,-4,14,14
p_make,cvar_10,10,1126362852,0,3,9,30,36,6,30,14,14
p_make,cvar_10,10,745756221,0,1,6,30,13,29,-16,14,14
p_make,cvar_10,10,365149590,0,3,7,30,29,13,16,14,14
p_make,cvar_10,10,4180171368,0,0,8,30,18,24,-6,14,14
p_make,cvar_10,10,3799564737,0,3,7,30,28,14,14,14,14
p_make,cvar_10,10,1172135571,0,3,0,30,40,2,38,14,14
p_make,cvar_10,10,791528940,0,0,6,30,13,29,-16,14,14
p_make,cvar_10,10,2459067070,0,0,7,30,12,30,-18,14,14
p_make,cvar_10,10,4225944087,0,0,7,30,30,12,18,14,14
p_make,cvar_10,10,3845337456,0,0,7,30,18,24,-6,14,14
p_make,cvar_10,10,1217908290,0,3,0,30,29,13,16,14,14
p_make,cvar_10,10,837301659,0,0,9,30,12,30,-18,14,14
p_make,cvar_10,10,357356141,0,3,0,30,31,11,20,14,14
p_make,cvar_10,10,4271716806,0,3,0,30,13,29,-16,14,14
p_make,cvar_10,10,3891110175,0,3,0,30,25,17,8,14,14
p_make,cvar_10,10,1263681009,0,1,3,30,0,42,-42,14,14
p_make,cvar_10,10,3030558026,0,3,5,30,18,24,-6,14,14
p_make,cvar_10,10,403128860,0,3,6,30,7,35,-28,14,14
p_make,cvar_10,10,22522229,0,3,0,30,24,18,6,14,14
p_make,cvar_10,10,1690060359,0,0,8,30,13,29,-16,14,14
p_make,cvar_10,10,3456937376,0,0,0,30,28,14,14,14,14
p_make,cvar_10,10,3076330745,0,2,2,30,19,23,-4,14,14
p_make,cvar_10,10,448901579,0,2,5,30,22,20,2,14,14
p_make,cvar_10,10,68294948,0,1,7,30,18,24,-6,14,14
p_make,cvar_10,10,3883316726,0,0,8,30,19,23,-4,14,14
p_make,cvar_10,10,3502710095,0,0,1,30,24,18,6,14,14
p_make,cvar_10,10,875280929,0,1,6,30,24,18,6,14,14
p_make,cvar_10,10,494674298,0,1,8,30,35,7,28,14,14
p_make,cvar_10,10,114067667,0,3,0,30,22,20,2,14,14
p_make,cvar_10,10,3929089445,0,2,9,30,17,25,-8,14,14
p_make,cvar_10,10,3548482814,0,1,7,30,7,35,-28,14,14
p_make,cvar_10,10,921053648,0,3,2,30,25,17,8,14,14
p_make,cvar_10,10,1350870170,1,1,9,30,30,12,18,14,14
p_make,cvar_10,10,970263539,1,1,2,30,0,42,-42,14,14
p_make,cvar_10,10,2637801669,1,2,9,30,13,29,-16,14,14
p_make,cvar_10,10,2257195038,1,2,1,30,18,24,-6,14,14
p_make,cvar_10,10,1777249520,1,2,9,30,41,1,40,14,14
p_make,cvar_10,10,1396642889,1,2,2,30,1,41,-40,14,14
p_make,cvar_10,10,1016036258,1,1,5,30,21,21,0,14,14
p_make,cvar_10,10,2683574388,1,1,7,30,35,7,28,14,14
p_make,cvar_10,10,155484109,1,1,3,30,1,41,-40,14,14
p_make,cvar_10,10,1823022239,1,3,3,30,26,16,10,14,14
p_make,cvar_10,10,1442415608,1,0,3,30,16,26,-10,14,14
p_make,cvar_10,10,3109953738,1,1,9,30,19,23,-4,14,14
p_make,cvar_10,10,581863459,1,0,7,30,23,19,4,14,14
p_make,cvar_10,10,201256828,1,0,5,30,40,2,38,14,14
p_make,cvar_10,10,1868794958,1,1,4,30,13,29,-16,14,14
p_make,cvar_10,10,1488188327,1,2,9,30,17,25,-8,14,14
p_make,cvar_10,10,1008242809,1,0,3,30,23,19,4,14,14
p_make,cvar_10,10,627636178,1,0,4,30,3,39,-36,14,14
p_make,cvar_10,10,2295174308,1,3,5,30,7,35,-28,14,14
p_make,cvar_10,10,1914567677,1,3,4,30,2,40,-38,14,14
p_make,cvar_10,10,3681444694,1,2,1,30,1,41,-40,14,14
p_make,cvar_10,10,1054015528,1,0,5,30,24,18,6,14,14
p_make,cvar_10,10,673408897,1,1,3,30,8,34,-26,14,14
p_make,cvar_10,10,2340947027,1,1,1,30,28,14,14,14,14
p_make,cvar_10,10,1960340396,1,3,0,30,11,31,-20,14,14
p_make,cvar_10,10,1480394878,1,2,2,30,24,18,6,14,14
p_make,cvar_10,10,1099788247,1,3,0,30,40,2,38,14,14
p_make,cvar_10,10,719181616,1,0,7,30,20,22,-2,14,14
p_make,cvar_10,10,2386719746,1,2,3,30,33,9,24,14,14
p_make,cvar_10,10,4153596763,1,2,0,30,7,35,-28,14,14
p_make,cvar_10,10,1526167597,1,1,0,30,41,1,40,14,14
p_make,cvar_10,10,1145560966,1,2,9,30,3,39,-36,14,14
p_make,cvar_10,10,764954335,1,2,1,30,6,36,-30,14,14
p_make,cvar_10,10,285008817,1,1,2,30,19,23,-4,14,14
p_make,cvar_10,10,4199369482,1,3,5,30,0,42,-42,14,14
p_make,cvar_10,10,1571940316,1,0,3,30,18,24,-6,14,14
p_make,cvar_10,10,1191333685,1,2,8,30,19,23,-4,14,14
p_make,cvar_10,10,711388167,1,3,0,30,7,35,-28,14,14
p_make,cvar_10,10,330781536,1,1,8,30,29,13,16,14,14
p_make,cvar_10,10,4245142201,1,2,4,30,20,22,-2,14,14
p_make,cvar_10,10,1617713035,1,2,1,30,19,23,-4,14,14
p_make,cvar_10,10,3384590052,1,1,9,30,12,30,-18,14,14
p_make,cvar_10,10,757160886,1,0,3,30,29,13,16,14,14
p_make,cvar_10,10,376554255,1,3,9,30,18,24,-6,14,14
p_make,cvar_10,10,2044092385,1,0,7,30,19,23,-4,14,14
p_make,cvar_10,10,1663485754,1,0,0,30,18,24,-6,14,14
p_make,cvar_10,10,3430362771,1,3,3,30,25,17,8,14,14
p_make,cvar_10,10,802933605,1,1,1,30,22,20,2,14,14
p_make,cvar_10,10,422326974,1,3,2,30,12,30,-18,14,14
p_make,cvar_10,10,2089865104,1,2,4,30,7,35,-28,14,14
p_make,cvar_10,10,3856742121,1,1,6,30,1,41,-40,14,14
p_make,cvar_10,10,3476135490,1,1,5,30,7,35,-28,14,14
p_make,cvar_10,10,848706324,1,0,4,30,7,35,-28,14,14
p_make,cvar_10,10,468099693,1,0,0,30,42,0,42,14,14
p_make,cvar_10,10,4283121471,1,2,3,30,29,13,16,14,14
p_make,cvar_10,10,3902514840,1,3,0,30,29,13,16,14,14
p_make,cvar_10,10,1275085674,1,3,8,30,42,0,42,14,14
p_make,cvar_10,10,894479043,1,2,1,30,19,23,-4,14,14
p_make,cvar_10,10,2661356060,1,3,2,30,15,27,-12,14,14
p_make,cvar_10,10,33926894,1,0,2,30,24,18,6,14,14
p_make,cvar_10,10,3948287559,1,1,1,30,41,1,40,14,14
p_make,cvar_10,10,1320858393,1,2,4,30,11,31,-20,14,14
p_make,cvar_10,10,3087735410,1,0,9,30,23,19,4,14,14
p_make,cvar_10,10,460306244,1,3,1,30,9,33,-24,14,14
p_make,cvar_10,10,79699613,1,0,5,30,0,42,-42,14,14
p_make,cvar_10,10,3994060278,1,0,0,30,40,2,38,14,14
p_make,cvar_10,10,3514114760,1,2,0,30,25,17,8,14,14
p_make,cvar_10,10,3133508129,1,1,9,30,23,19,4,14,14
p_make,cvar_10,10,506078963,1,1,4,30,1,41,-40,14,14
p_make,cvar_10,10,125472332,1,2,9,30,12,30,-18,14,14
p_make,cvar_10,10,1793010462,1,1,8,30,24,18,6,14,14
p_make,cvar_10,10,3559887479,1,2,1,30,18,24,-6,14,14
p_make,cvar_10,10,3179280848,1,1,4,30,18,24,-6,14,14
p_make,cvar_10,10,551851682,1,3,5,30,14,28,-14,14,14
p_make,cvar_10,10,171245051,1,2,8,30,31,11,20,14,14
p_make,cvar_10,10,3986266829,1,1,2,30,23,19,4,14,14
p_make,cvar_10,10,3605660198,1,0,7,30,23,19,4,14,14
p_make,cvar_10,10,3225053567,1,3,6,30,22,20,2,14,14
p_make,cvar_10,10,597624401,1,0,7,30,8,34,-26,14,14
p_make,cvar_10,10,2364501418,1,2,4,30,6,36,-30,14,14
p_make,cvar_10,10,4032039548,1,2,7,30,25,17,8,14,14
p_make,cvar_10,10,3651432917,1,0,9,30,0,42,-42,14,14
p_make,cvar_10,10,1024003751,1,2,7,30,24,18,6,14,14
p_make,cvar_10,10,2790880768,1,0,0,30,0,42,-42,14,14
p_make,cvar_10,10,2410274137,1,3,6,30,35,7,28,14,14
p_make,cvar_10,10,4077812267,1,2,2,30,26,16,10,14,14
p_make,cvar_10,10,3697205636,1,0,9,30,25,17,8,14,14
p_make,cvar_10,10,3217260118,1,2,6,30,23,19,4,14,14
p_make,cvar_10,10,2836653487,1,3,5,30,40,2,38,14,14
p_make,cvar_10,10,209224321,1,0,3,30,41,1,40,14,14
p_make,cvar_10,10,4123584986,1,1,4,30,6,36,-30,14,14
p_make,cvar_10,10,1595494707,1,2,9,30,36,6,30,14,14
p_make,cvar_10,10,3263032837,1,0,5,30,34,8,26,14,14
p_make,cvar_10,10,2882426206,1,3,9,30,12,30,-18,14,14
p_make,cvar_10,10,254997040,1,3,1,30,26,16,10,14,14
p_make,cvar_10,10,4169357705,1,1,8,30,18,24,-6,14,14
p_make,cvar_10,10,1641267426,1,2,3,30,19,23,-4,14,14
p_make,cvar_10,10,3308805556,1,0,2,30,30,12,18,14,14
p_make,cvar_10,10,2928198925,1,2,5,30,19,23,-4,14,14
p_make,cvar_10,10,300769759,1,2,4,30,40,2,38,14,14
p_make,cvar_10,10,2067646776,1,0,4,30,34,8,26,14,14
p_make,cvar_10,10,3735184906,1,3,8,30,17,25,-8,14,14
p_make,cvar_10,10,3354578275,1,2,3,30,11,31,-20,14,14
p_make,cvar_10,10,2973971644,1,0,7,30,42,0,42,14,14
p_make,cvar_10,10,2494026126,1,1,5,30,17,25,-8,14,14
p_make,cvar_10,10,2113419495,1,0,5,30,1,41,-40,14,14
p_make,cvar_10,10,3780957625,1,0,1,30,20,22,-2,14,14
p_make,cvar_10,10,3400350994,1,0,7,30,36,6,30,14,14
p_make,cvar_10,10,2920405476,1,0,6,30,14,28,-14,14,14
p_make,cvar_10,10,2539798845,1,1,6,30,9,33,-24,14,14
p_make,cvar_10,10,2159192214,1,2,4,30,7,35,-28,14,14
p_make,cvar_10,10,3826730344,1,0,3,30,7,35,-28,14,14
p_make,cvar_10,10,1298640065,1,2,5,30,19,23,-4,14,14
p_make,cvar_10,10,2966178195,1,2,6,30,18,24,-6,14,14
p_make,cvar_10,10,2585571564,1,1,2,30,24,18,6,14,14
p_make,cvar_10,10,4253109694,1,1,8,30,34,8,26,14,14
p_make,cvar_10,10,1725019415,1,3,8,30,17,25,-8,14,14
p_make,cvar_10,10,1344412784,1,1,1,30,20,22,-2,14,14
p_make,cvar_10,10,3011950914,1,0,8,30,41,1,40,14,14
p_make,cvar_10,10,2631344283,1,0,9,30,18,24,-6,14,14
p_make,cvar_10,10,3915117,1,0,8,30,31,11,20,14,14
p_make,cvar_10,10,1770792134,1,3,0,30,1,41,-40,14,14
p_make,cvar_10,10,1390185503,1,0,2,30,13,29,-16,14,14
p_make,cvar_10,10,3057723633,1,0,9,30,2,40,-38,14,14
p_make,cvar_10,10,2677117002,1,1,2,30,6,36,-30,14,14
p_make,cvar_10,10,2197171484,1,1,8,30,21,21,0,14,14
