group_type,group,action_n,actual_action_rate,top_mean_rate,top_threshold_rate,safest_tail_rate,scalar_omission_rate,hidden_large_impact_rate,mean,std,threshold_mass,lower_tail_mass,mean_gap_to_best,threshold_gap_to_best,lower_tail_gap_to_safest,top_hidden_impact_score,max_hidden_impact_score,top_hidden_downside_score,max_hidden_downside_score,top_hidden_upside_score,max_hidden_upside_score
decl,9,74085,0.3779442532226497,0.3779442532226497,0.3779442532226497,0.3779442532226497,0.17686441249915638,0.8541945063103192,-3.2085973219990143,15.966467447628167,0.43096098165276303,0.3221628775673894,4.874437297684637,0.06669209301305655,0.0815135100981548,19.305197640995818,81.21697998046875,11.309055634140726,66.6924057006836,17.727545398078508,77.07115173339844
decl_name,blanks,74188,0.3774195287647598,0.3774195287647598,0.3774195287647598,0.3774195287647598,0.18918153879333585,0.8487626031164069,-1.8595212918629727,16.195431656575746,0.44918228421429,0.29587439994615833,4.012629561577675,0.0585406750395353,0.05739261286291929,15.539435614771037,75.27528381347656,10.192832239775715,59.45310592651367,14.139108591029848,71.13777923583984
decl_name,doubles,75330,0.3716978627372893,0.3716978627372893,0.3716978627372893,0.3716978627372893,0.17708748174697994,0.8653258993760786,-2.3855393223103003,15.052716712947765,0.4444649561066007,0.27303713437002836,2.78911237147962,0.04357712436282656,0.0402929788997439,17.696268721450192,71.28873443603516,10.970626358001768,64.36417388916016,16.351877398071835,66.83404541015625
decl_name,doubles-suit,78903,0.35486610141566227,0.35486610141566227,0.35486610141566227,0.35486610141566227,0.17584882704079693,0.89283043737247,-3.26268304349693,15.511384955542702,0.42868529732539956,0.29403459538375043,3.5563770523130085,0.05566124007429434,0.06053242953120622,18.2169232324089,82.86575317382812,11.083044130575606,58.266056060791016,16.807061965501138,78.87616729736328
decl_name,fives,74693,0.37486779216258553,0.37486779216258553,0.37486779216258553,0.37486779216258553,0.17428674708473352,0.8249769054663757,-1.547395550208761,14.387684055013375,0.4561698841044621,0.26646627369853376,3.2608787391454506,0.04911975635413939,0.04483597331853496,17.09716447724557,68.2125244140625,10.263896524099136,57.9102897644043,15.739371529674457,64.18377685546875
decl_name,fours,74648,0.37509377344336087,0.37509377344336087,0.37509377344336087,0.37509377344336087,0.1882568856499839,0.8249785660700889,-1.5444123972142594,15.847256121925108,0.4542887800882718,0.2898353429237613,3.3071783261953427,0.048170255073036,0.0462129626249827,18.69897108760547,76.98865509033203,11.3684852113772,72.5683364868164,17.221685011227137,71.06230163574219
decl_name,no-trump,74085,0.3779442532226497,0.3779442532226497,0.3779442532226497,0.3779442532226497,0.17686441249915638,0.8541945063103192,-3.2085973219990143,15.966467447628167,0.43096098165276303,0.3221628775673894,4.874437297684637,0.06669209301305655,0.0815135100981548,19.305197640995818,81.21697998046875,11.309055634140726,66.6924057006836,17.727545398078508,77.07115173339844
decl_name,ones,73946,0.378654693965867,0.378654693965867,0.378654693965867,0.378654693965867,0.1886376545046385,0.8523787628810213,-2.0268426665701282,16.258102087697747,0.44903250939836636,0.29919052504796423,3.9241938282390803,0.05658593456771238,0.05607181112142591,16.726988477825603,72.08427429199219,10.881713599193503,64.13819122314453,15.234177183320364,68.16928100585938
decl_name,sixes,73870,0.3790442669554623,0.3790442669554623,0.3790442669554623,0.3790442669554623,0.1859753621226479,0.8426018681467443,-1.863464977912313,16.195124853351437,0.4516026298552297,0.2917345640959521,3.691142440399423,0.05253103157869973,0.05216365503440391,17.839458883484376,74.26709747314453,11.049892731218863,66.37973022460938,16.408440180966604,70.24626159667969
decl_name,threes,74291,0.3768962593046264,0.3768962593046264,0.3768962593046264,0.3768962593046264,0.1876001130688778,0.8496587742795224,-2.1453155353021462,16.13967325096496,0.4461530767225642,0.2972623442749904,4.0071075602987865,0.057524541098989426,0.05769969702575019,16.647529770060967,81.80814361572266,10.567142752610975,58.339996337890625,15.271626903557594,76.98783111572266
